StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q15,Q16,Q17,Q18,Q19,Q20,Q20.0,Q21,Q22_1,Q22_14,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q22_10,Q22_11,Q22_12,Q22_13,Q22_13_TEXT,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_7_TEXT,Q24,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q27_12,Q27_13,Q27_14,Q27_14_TEXT,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_7_TEXT,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q31_8,Q31_9,Q31_10,Q31_11,Q31_12,Q31_13,Q31_14,Q31_14_TEXT,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_7_TEXT,Q33,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_7,Q35_8,Q35_9,Q35_10,Q35_11,Q35_12,Q35_13,Q35_14,Q35_14_TEXT,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_7_TEXT,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q39_9,Q39_10,Q39_11,Q39_12,Q39_13,Q39_14,Q39_15,Q39_15_TEXT,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q58,Q58_8_TEXT,Q59,Q60,Q61,Q62,Q65,Q93,Q63,Q64
3/21/2023 16:29,3/21/2023 17:10,96,2427,0,4/4/2023 9:16,,0,0,,2,5,1,1,2,"As an undergraduate student, I really appreciate the representation in faculty. It makes me feel like I have a place in biochemistry.",I think that doing events (like tea time) is absolutely fantastic. I think incorporating an event for Women's History month would be fun.,1,1,1,1,She listens to me when I am concerned about applications. She also tells me what to expect (both good and bad) from different experiences in science. I think that her being so open about her experience in Grad School helps me feel like my experience is valid and makes me feel accepted.,5,2,3,3,"No, I think IPiB do a great job.",I think that having it linked at the bottom of the emails would be great.,4,4,,,,,,,,,,,,,1,,,,,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,4,4,4,6,6,4,5,6,2,3,2,1,5,,,2,,2,,2,,,,,,,2,1,2,,,,60,30,10,0,0,0,60,30,10,0,0,0,1,,3,Female,1,2,2,2,,
3/24/2023 9:39,3/24/2023 9:47,100,508,1,3/24/2023 9:47,,0,0,,3,4,2,1,2,I think there are a lot of ways to make connections and it is a very collaborative environment.,,1,2,1,1,,4,1,2,2,"Not really, I think they are doing a pretty good job.",Maybe having a more obvious resource page where this is listed.,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,,,,,,,1,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,5,4,4,5,4,4,4,4,4,4,4,4,,,2,,2,,1,1,1,,,,,4,2,2,,2,,90,5,4,1,0,0,70,10,10,8,2,0,3,,3 years,Female,2,2,2,1,2,2
3/21/2023 13:47,3/21/2023 14:03,100,971,1,3/21/2023 14:03,TRUE,100,0,3/6/2023 17:37,3,5,2,2,2,,"I am a graduate student in a biochemistry lab, but I am not in the IPiB program which can feel isolating at times.",1,2,2,1,,,1,2,2,,,2,3,,1,,,1,,,,,,,,,,,1,,,,1,,,,,2,2,1,1,,,1,,,,,,,,,1,mental health,1,1,,,1,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,4,4,4,4,2,4,3,6,6,3,3,5,,,2,,2,,2,,,,,,,2,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,3 years,Female,2,2,2,1,2,2
3/6/2023 14:41,3/6/2023 14:53,100,718,1,3/6/2023 14:53,TRUE,98,0,3/6/2023 19:47,2,5,2,2,2,,,2,2,3,3,"These questions were not applicable to me, which is why I marked neutral.",4,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,6,5,5,5,5,5,5,5,6,5,4,4,,,2,,2,,2,,,most of these do not apply to me.,,,,4,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,,40 years,Female,2,2,1,2,,
4/3/2023 10:12,4/3/2023 10:31,100,1112,1,4/3/2023 10:31,,0,5,,2,4,2,1,1,,,1,3,1,1,,4,1,1,1,,,4,4,,1,,,,,,,,,,,,,,,,,,1,,,,,3,3,1,1,,,,,,,,,,,,,,1,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,6,6,5,6,6,6,6,6,6,6,6,6,6,,,2,,2,,1,1,1,,"I think IPiB is taking the appropriate steps! We can always do more. 
I'm not sure if this is already thought about or if the DEI committee can control any of this but can we require to have people from underrepresented groups present at the colloquium.",,I'm not sure if this counts or if it has already been thought of and I have been checked out. But maybe it would be fun to have an international food day potluck or something!,4,3,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,3,,5,Female,2,2,1,1,2,2
3/21/2023 16:30,3/21/2023 16:41,100,686,1,3/21/2023 16:41,,0,0,,2,5,2,2,2,"The events that focus on sharing cultures, the DEI  initiatives",Na,1,2,1,1,Na,6,1,1,1,Na,Na,2,5,,,,,,,,,,,,,1,,,,,,,,,1,,,4,5,,,,,1,,,,,,,,1,,,,,1,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,4,5,3,3,3,3,3,3,3,3,3,3,4,4,,,2,,2,,1,1,1,,,,,2,1,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,,5,Female,1,1,1,1,1,2
3/8/2023 13:16,3/8/2023 13:24,100,472,1,3/8/2023 13:24,,0,0,,3,4,3,3,4,"The community of peer students, the community events",An increase in stipend commensurate with the student's intellectual value and hours worked.,1,3,3,4,,5,1,1,1,Support the DEI committee with admin resources so the DEI committee can focus on promoting welcoming activities.,,2,3,,1,,,,,,,,,,,,,,,,1,,,,,,,2,3,,1,,,,,,,,,,,,,,,,1,,,,,,,2,,1,,,,,,,,,,,,,,,,1,,,,,,,2,,,1,,,,,,,,,,,,,,,1,,,,,,,8,2,3,3,4,2,2,2,2,3,3,3,3,3,3,,,2,,2,,2,,,,,Committee meetings should have closed door student and committee member meetings without the PI present. Michigan has adopted this practice and it supports the rights of the students rather than the power of the PI.,,2,1,1,,2,,50,0,38,10,2,0,2,0,98,0,0,0,3,,5,Female,2,2,2,1,2,2
3/9/2023 11:32,3/9/2023 11:42,100,632,1,3/9/2023 11:42,,0,0,,2,5,2,2,1,,,2,2,2,2,,5,1,1,1,,,3,4,,1,,,,,,,,,,,,,,,,,,1,1,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,8,4,3,3,4,4,4,4,4,4,4,3,3,4,5,,,2,,2,,1,1,1,,,,,3,2,3,,,,70,13,10,6,1,0,50,20,14,8,6,2,3,,5,Female,2,2,4,1,2,2
3/21/2023 16:27,3/21/2023 16:43,100,1009,1,3/21/2023 16:43,,0,0,,2,4,1,1,1,,,2,1,2,1,,4,1,1,1,,,3,3,,1,,,,,,,,,,,,,,,,,,,1,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,5,5,5,3,3,3,5,5,3,3,3,1,5,,,2,,2,,2,,,"Not sure if this counts as an accommodation, but I’ve always been able to take time off to visit family when needed.",,,,4,2,1,,2,,90,5,4,1,0,0,70,20,10,0,0,0,3,,5,Female,2,2,1,1,2,2
3/9/2023 11:23,3/9/2023 11:48,100,1524,1,3/9/2023 11:48,,0,0,,3,5,2,1,2,The friendships and very collaborative environment within the Biochemical Sciences community makes me feel valued. I feel like I have found a strong support system and found that others have been incredibly giving of their time when I have reached out for help.,"I feel like there are only a few people doing the heavy lifting to make IPiB a better place. While this is true across all levels (trainees, faculty, staff), I feel it the most when seeing faculty- there are some faculty who care a lot about making people feel valued in IPiB, but many faculty do not seem to feel like it is worthwhile to invest their time in making IPiB a better place. I also think that better compensation would make me feel more valued- I have heard multiple faculty members state that they feel that trainees do not deserve better pay, and while I understand that there are limited sources of funding, it does not feel welcoming to be told that you do not deserve better pay because you are still training. This rhetoric about trainee worth does not make me feel like a valuable member of the community, and it would feel better if faculty more carefully phrased their opinions on trainee pay.",1,2,1,1,,7,1,1,1,,,2,3,,1,,,,,,,,,,,,,,1,,1,,,,,,"Whether this is because I am someone generally willing to volunteer to help or because I am a woman, I have been asked to take on responsibilities within my lab at a disproportionate percentage compared to the men in my lab. This is obviously not reflected in my compensation and takes away time from being a productive researcher, and it is frustrating being asked to do administrative work as a graduate student more often then men in my lab.",2,2,1,1,,1,,,,,,,,,,,,1,,1,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,"If I was being harassed, I don't know that I would report it because I wouldn't feel like the perpetrator would actually face any repercussions.",8,4,4,6,2,1,1,3,2,6,6,6,2,1,5,,,2,,2,,2,,,,There needs to be more of an effort to improve the admissions process for IPiB. It is not clear to me that the admissions committee is trying to view recruiting through the lens of equity and inclusion and I think that it is hard to recruit for a program that does not seem to have a strong commitment to equitable admissions processes.,"No more seg fees, especially for international students",,2,1,2,"I think there are a few individuals doing a lot of work to try and make IPiB more inclusive, but it is truly impossible to change the climate of a program without buy-in from everyone",2,,0,0,0,0,0,0,0,0,0,0,0,0,3,,5,Female,2,2,4,1,2,2
3/6/2023 12:29,3/6/2023 16:06,100,13019,1,3/6/2023 16:06,,0,0,,2,3,2,2,2,,,2,2,1,2,,5,2,2,2,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,5,4,4,4,4,3,4,,,2,,2,,2,,,,,,,3,2,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,Female,3,3,2,1,2,2
3/24/2023 19:11,3/24/2023 19:49,100,2293,1,3/24/2023 19:49,,0,0,,2,4,2,3,2,The IPIB program is a very dynamic program in which students play a key role and it’s also a nice community of grad students,"It should be nice to develop a parallel organization for post doc, scientist and staff. As post doc and staff are not in any program and do not attend classes, the community is less organize and dynamic.",1,2,1,1,,5,2,1,2,,"The harassment training could be use as template, informations on how to report are clear and available online. Perhaps create a ressource link on the Biochem website. Having some permanent staff as resource person might be consider as student/trainee might feel more comfortable discussing with lab members rather than PI.",4,5,,,,,,,,,,,,,,,,,,,,,,,,"As people are often not aware they are doing microaggression, training on micro aggressions should be given to everyone to make us aware of it and help us not doing any.",3,3,,,,,,,,,,,,,1,,,1,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,6,6,3,3,6,4,5,6,6,6,4,6,6,,,2,,2,,2,,,,,,,2,1,2,,,,80,10,5,5,0,0,0,0,0,0,0,0,6,,6,Female,2,2,2,2,,
4/3/2023 11:49,4/3/2023 12:08,100,1144,1,4/3/2023 12:08,,0,0,,2,5,2,2,2,,,2,2,2,2,,4,1,1,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,4,4,4,4,4,4,4,4,4,4,4,4,4,,,2,,2,,2,,,,,,,4,2,2,,2,,10,80,10,0,0,0,10,70,10,10,0,0,3,,6,Female,1,2,2,1,2,2
3/12/2023 23:55,3/13/2023 0:41,100,2798,1,3/13/2023 0:41,,0,5,,2,5,3,3,2,,,3,2,2,2,,5,2,2,3,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,6,4,4,4,6,4,6,6,6,6,6,6,6,,2,,2,,2,,,,,,,3,2,2,,2,,40,50,10,0,0,0,60,30,10,0,0,0,2,,0,Female,2,1,1,1,2,1
3/13/2023 14:37,3/13/2023 14:55,100,1080,1,3/13/2023 14:55,,0,0,,2,4,2,3,2,,,2,2,2,2,,,2,1,1,,,2,3,,1,,,,,,,,,,,,,,,,,,,1,,,,2,3,,1,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,6,4,6,6,6,4,6,6,6,6,6,5,,,2,,2,,2,,,,,,,2,2,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,7,,7,Female,1,2,2,2,,
3/12/2023 23:55,3/13/2023 0:26,100,1864,1,3/13/2023 0:26,,0,0,,2,5,2,2,2,I am respected as an individual and people make me feel comfortable. The community is very welcoming as a whole.,,2,2,2,2,,4,2,1,2,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,3,4,1,,,,,,,,,,1,,,,,,,1,,,,,,,4,1,,,,,,,,,,1,,,,,,,1,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,,,,,,4,,,,,,,,,2,,2,,2,,,,,,,3,1,2,,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,Female,2,1,4,1,2,1
4/1/2023 21:52,4/1/2023 22:04,100,704,1,4/1/2023 22:04,,0,0,,1,3,1,1,1,"I like being included in the lab meetings and being invited to speaker events. I always feel like I'm heard and respected which is very different than my last job. I never knew how important it was to feel respected until now, it's like a weight was lifted off of my shoulders. I'm truly glad to be here.",It's great how it is.,1,1,1,1,"My mentor is genuinely interested in my major and career path, and she loves to hear about my college experiences. I was telling her about some shadowing I did and she wanted to hear all about it, and that warms my heart.",5,1,2,2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,,5,5,5,4,5,4,5,4,4,5,5,3,5,,,2,,2,,2,,,,,,,4,2,1,,,,70,15,5,5,2,3,100,0,0,0,0,0,1,,0,Female,2,2,2,2,,
3/21/2023 13:23,3/21/2023 13:38,100,897,1,3/21/2023 13:38,TRUE,100,0,3/21/2023 18:23,2,5,2,3,2,I actually really like the SNACs program. I feel like it is an open platform for meeting new people in the IPiB community and is very inclusive and welcoming to everyone. I find that it makes me feel valued in the community.,I think hosting more informal or lightly formal meetings like SNACs. Also having more public outreach opportunities could be nice because I feel very valued when I work together with peers to share our ideas.,2,2,1,1,"I tested positive for COVID at the beginning of this semester. It was an incredible rough time for me - health wise and mentally, but my PI was incredibly understanding and ok with me being out. She was checking in with me and making sure I wasn't forgotten about or upset with me for not being in lab. I was very grateful for that response during that hard time for me.",5,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,2,,2,,2,,,,,,,4,1,1,,2,,30,20,50,0,0,0,70,0,30,0,0,0,2,,1,Female,1,2,1,1,2,2
4/3/2023 9:22,4/3/2023 9:27,100,309,1,4/3/2023 9:27,,0,0,,2,4,2,2,1,,,1,3,1,1,,6,1,1,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,5,4,4,4,6,6,6,5,6,6,6,6,6,6,,,2,,2,,2,,,,,,,4,4,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,,0,Female,2,2,1,2,,
4/3/2023 15:25,4/3/2023 15:46,100,1278,1,4/3/2023 15:46,,0,0,,3,5,3,5,4,I don't feel very valued in the community,"Respectful responses from faculty and staff to requests , questions that are asked, and my statements.",3,2,2,2,I have switched labs and my previous advisor did not support or care about my well being. They also did not care for my chosen career path.,7,2,2,2,,,1,1,1,1,,1,,,,,,,,,,,,1,,1,,,1,,,,1,3,1,,,,,,,,,1,1,,,,,1,,1,,,,,,,1,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,5,3,2,3,3,4,2,2,2,2,2,5,5,,,2,,2,,2,,,,,,,3,2,3,,1,I felt that I worked very hard to get to this point and decided to stick it out.,0,25,65,10,0,0,0,20,75,5,0,0,3,,NA,Female,1,1,3,1,1,2
3/9/2023 11:12,3/9/2023 11:32,100,1198,1,3/9/2023 11:32,,0,0,,2,4,2,1,3,The students.,The faculty.,1,1,1,1,,,1,2,2,"More faculty engagement, but faculty cannot be forced to be welcoming or inclusive.",Knowing that reports will be fairly addressed would make reporting hostilities less intimidating.,2,3,,1,,,,,,,,,,,,1,Lack of power.,1,,,,,,,,"When someone has power over you, it's hard to stand up for yourself, which is especially frustrating when you know you are not in the wrong.",2,1,1,1,1,,,1,,,,,,,,,,1,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,4,3,6,6,6,4,6,3,6,2,6,3,6,6,,,2,,2,,2,,,,,,"Some people, especially more ""mature"" faculty, are not of a DEI mindset and won't be changed. However, we can create this culture so that in time it becomes the norm.",3,3,3,This will evolve over time if the seeds are planted and nurtured now.,,,0,0,0,0,0,0,0,0,0,0,0,0,7,,10,Female,2,2,2,2,,
4/1/2023 15:10,4/1/2023 15:38,100,1683,1,4/1/2023 15:38,,0,5,,2,5,1,1,1,Willingness to listen to and value my opinions,Invitation to give a faculty research talk,1,2,1,1,N.A.,4,1,3,1,Keep doing them and disseminating info about these activities,make it anonymous,2,4,,,,,,,,,,,,,1,,,,1,,,,,,,,4,4,,,,,,,,,,,,,1,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,5,5,6,6,5,5,5,5,6,6,6,6,6,,2,,2,,2,,,,Perhaps listen to TED talks on inclusion and diversity as a community followed by comments,,,3,2,1,,,,100,100,0,0,0,0,100,100,0,0,0,0,5,,NA,Female,2,2,2,2,,
3/6/2023 16:34,3/6/2023 16:51,96,1040,0,4/4/2023 9:16,,0,0,,2,4,3,3,2,,"I am a faculty member and have, on occasion, felt that the efforts I put into the well being of the students and to support the training environment are not noted or appreciated. I would hope that the students would take the initiative to try to understand the effort faculty put into training them for whatever they do next. In addition, some recognition that faculty also have mental health struggles and challenges would be appreciated from both the students and the University administration. During the pandemic and beyond, there were e-mails about resources for students but very little recognition of the challenges faced by faculty.",1,,,,,,2,1,1,"I think it would help if all members of the IPiB community assumed best intentions from others and took the effort to figure out what others were doing to support the community rather than assuming that nothing was being done or the intentions behind choices. More participation from all members in making the environment inclusive would be helpful. As it stands, it feels like a very small group put in all the effort.",,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,4,4,4,3,3,6,4,3,6,6,4,3,5,,,2,,2,,2,,,,,,"Maybe make the holiday party less of a clearly christmas party. From the ornament, to the ugly sweater to the decoration it is clearly about christmas. You can call it a holiday party, but it's not.",4,4,2,,,,,0,0,0,0,0,0,0,0,0,0,0,5,,NA,Female,2,,3,2,,
3/8/2023 12:09,3/8/2023 12:18,100,531,1,3/8/2023 12:18,,0,0,,2,3,1,2,2,,,1,2,1,2,,6,1,1,1,,,4,4,,,1,,,,,,,,,,,,,,,,,1,,,,,2,3,1,,,,,,,,,,1,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,4,4,4,3,6,4,3,2,6,4,4,6,5,,,2,,2,,2,,,,,,,2,1,2,,2,,40,40,18,2,0,0,20,20,50,10,0,0,2,,NA,Female,1,2,2,1,2,2
3/24/2023 13:04,3/24/2023 13:16,100,710,1,3/24/2023 13:16,,0,0,,3,5,3,4,4,,,3,1,4,4,,,1,3,3,,,2,3,1,,,,,,,,,,,,,,,,,1,,,,,,,4,4,,,,,,,,,,1,,,,,,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,6,6,3,3,4,4,3,6,6,2,6,6,5,,,2,,2,,1,1,1,,"More invited speakers of color, more faculty of color, train faculty on mentorship (not just research mentorship-- career, job, navigating academia, pep talks, etc).",,,4,4,3,,,,4,6,80,10,0,0,9,10,80,1,0,0,3,,NA,Female,2,1,2,1,2,2
3/24/2023 9:48,3/24/2023 9:56,100,507,1,3/24/2023 9:56,TRUE,95,0,3/22/2023 14:57,3,4,2,2,2,,,1,1,1,1,,4,1,1,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,,,,1,,,,,,,,,1,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,3,3,3,3,4,4,4,4,4,4,4,5,,,2,,2,,2,,,,,,,3,2,2,,,,75,20,4,1,0,0,30,50,15,5,0,0,3,,NA,Female,2,2,1,1,2,2
3/21/2023 16:19,3/21/2023 16:28,100,551,1,3/21/2023 16:28,TRUE,98,0,3/9/2023 17:15,2,3,2,2,2,,,2,2,2,2,,4,1,1,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,9,5,4,6,4,5,4,4,4,6,6,,,,,,,2,,2,,2,,,,,,,,2,,,2,,25,40,25,10,0,0,0,0,0,0,0,0,3,,NA,Female,,2,,1,2,2
3/9/2023 12:34,3/9/2023 14:37,100,7335,1,3/9/2023 14:37,,0,0,,3,5,2,1,2,I think the mutual respect and the support that we have amongst the students. The students committee values your opinion and you can have a free exchange of thoughts.,"I really don't have a definite answer to this question, its only been 6 months or so since I have joined and may be in the next survey I will have. a better answer. 

But one thing which I would like to mention is, agreed that there are people who listens to you when you bring up an issue but what I have seen is there are very few who actually works on it and that is something which we have to work on. Issues are brought up there is a discussion on it but only for an hour or so and then we forget everything and I felt there is less botherance to act upon things.",1,2,2,2,"Again, I have just started my PhD, probably down the lane I would have much things to say",6,1,2,2,"I understand that inclusivity is a huge deal and we cannot make everyone happy always. However, I would like to see more outreach activities. I know that the GLDC is trying to incorporate DEI initiatives into the tea time organized by the social cheers and thanks to the team to do so. But what we are not doing is actually talking about intense and things that matter. We can have panel discussions which is very important have some speakers like we have our colloquium (may be once a month) and most importantly we can start like an open mic events where we can share experiences and learn from one another. May be pick a topic for discussion, speak for the motion and against and have students to do so. Another thing that we can do is have an student organization for the under-represented student community within the department (like ISS have) and promote culture through that platform.","Nothing as of now. But I do feel right now things are very cluttered. Though we have certain chain of command, they are only established in pen and paper and pretty much that does not work. The students have to find the right people to get the task done. As a new grad student I always used to struggle regarding the channel I should go and I tried going through the channel established, but did not help much. Eventually, had to figure it out myself with the help of my senior grad students",2,3,1,,,,,,,,,1,,,,1,"Sometimes, there were instances which made me feel like the person on the other side feels I don't know anything and has trouble believing me or having confidence. Sometimes it was pure neglection making me feel I don't know anything!",1,,1,,,,,,"I understand few things, but I don't know why sometimes people just ""assume things"" which is the mother of destruction. I am Indian and I have a good English and I am proud of that, but still you here comments 'Wow! your English is great and can't believe how pristine it is, you don't have an accent' Again, I understand this is a pure expression of that person's thought and I did not mind this. But the thing to understand here is why even this thought raised its just because you have an assumption and that is rooted deep. I did not mind this at all but it made me think we still have things in our unconscious that is already built. 
Another time it was one of the class, where we were discussing how to write research articles and how and where we can improve our writing. There was this comment from a professor who said ""most of the reviews that I do and have poor or unclear writing are mostly from authors whose native language is not English"" I did not like this and it made me think again there is an assumption .",2,3,1,,1,,,,,,,1,1,,,,,1,,1,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,No,10,4,4,4,4,6,6,6,4,6,6,6,6,6,6,,,2,,2,,2,,,No,"We need to have discussion panels to actually talk about the issues
Have people from the under-represented section and talk about their experience, because there are many things people do un-intentionally, and I do not blame any of them, but when we have an open discussion, it allows people to think and understand if they really care
Next, thing would be actually work on the issues from grass-root level and I understand its difficult and the path is very rocky but we need to at least start it.","This not be the right place to say this but I am going to say it anyways. The seg fees have been a big issue amongst the grad student, what I would suggest it convince the department to pay the extra 100 dollars for the International student, it might be a small amount but this would show that the department not only preach but also practice what they preach. Isn't that what we would call equity? Why should I pay more as an international student, I know the entire university works like that and I am not asking for a 180 degree change, but asking the department to cover it and set an example. I feel it might not be that difficult for the department.",,,,,"I feel I am not yet I a right place to answer these questions, may be the next survey",,,60,,30,10,0,0,0,0,0,0,0,0,2,,0,Male,1,1,1,1,2,1
3/20/2023 18:50,3/20/2023 19:36,100,2810,1,3/20/2023 19:36,,0,0,,2,4,2,2,2,,,2,2,3,3,,4,2,2,3,,,3,4,,,,,,,,,,,,1,,,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,8,5,5,6,6,4,6,5,5,6,6,5,4,4,5,,,2,,2,,2,,,,,,,2,1,2,,2,,60,25,10,5,0,0,40,15,45,0,0,0,2,,2,Male,2,2,2,1,1,2
3/10/2023 10:07,3/10/2023 10:17,100,621,1,3/10/2023 10:17,,0,0,,3,5,1,2,2,,,2,1,1,1,,4,1,1,1,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,10,6,4,6,6,6,6,6,6,6,6,6,6,6,6,,,2,,2,,2,,,,,,,4,2,,,,,70,10,5,5,5,5,80,10,2.5,2.5,2.5,2.5,2,,<1 year,Male,1,2,1,1,2,2
